,timestamp_,borrower,principal,coll,stake,interest,operation,transactionHash_,block_number
82,1748445934,0x2ae80350c53bf62ac2670a6ac719cb5fa161ed64,2207285280000000000000,31000000000000000,31000000000000000,0,0,0x0acecc974ed12e883c31a0a0f921ef78095ac7ec863af5af15b54cadb9d54d52,564403
83,1748439346,0x6f13141406c3208ab6cdda3588db3aa69a2888ce,0,0,0,0,1,0x0d08e5bc73104bdaad6d7b5260785ddbab0c20003215ce3e8727f090c141b94b,562558
84,1748439236,0x6f13141406c3208ab6cdda3588db3aa69a2888ce,2202000000000000000000,30344316002840542,30344316002840542,0,0,0xbf234823c99f2683785ae45fb89e92524c4a08113d17d0413406464e06699ed5,562527
85,1748434209,0x46c748ca53cb4287c5c6c72bac6dc7f53eb23fdb,3454791540000000000000,34896143478000000,34896143478000000,0,0,0x01ba2fbafb8cc06e8546bfae12670189b800ade0f865ddb2e78431482855c1f3,561117
86,1748433514,0x5ca23512120e636f134b010e0b9a8c148d8ed2ea,0,0,0,0,1,0x19ee98b3f8f672f2aa9dc1e305c0e089688e7cc905a725c00a8d57764b1b9d72,560922
87,1748433325,0x5ca23512120e636f134b010e0b9a8c148d8ed2ea,2202000000000000000000,30315007368927110,30315007368927110,0,0,0x6f6e44141029ebf722d340119fa311d069c52598da2ae7339873ea99034dffa7,560869
88,1748420773,0x52d033e64774f31a8b7562806aa5782cbbd29382,2202000000000000000000,27000000000000000,27000000000000000,0,0,0x381a4e459a742fcdda85568807a257f0e5d6c047fc12261de1aa51be9484d67b,557346
89,1748416677,0x8aa9301e2d699620cc80b55fad206e0dc1a54e42,0,0,0,0,1,0xb494a54d0d81c91c5074403ed3daebc6d9efef47ab2da7bf5f1459587eaef458,556191
90,1748416581,0x8aa9301e2d699620cc80b55fad206e0dc1a54e42,2202000000000000000000,31000000000000000,31000000000000000,0,0,0x8e55eee6c9b1565fa1c655900f66886b53953bcaa57f06ad19db4ecd11ec830f,556164
91,1748397086,0x93c6abe2ecad74995cd86ff2cc8002993dbc5c4e,0,0,0,0,1,0xb04511188b7cacbe88f3c4e7de763ef25139d4013612aff08a53bb9a49e26b05,550667
92,1748396650,0x93c6abe2ecad74995cd86ff2cc8002993dbc5c4e,2202000000000000000000,30309365786069800,30309365786069800,0,0,0xa85e7dd074f394ab3fc1865fa463399bd94e160500cec999d22482de32fb2129,550544
93,1748378409,0xcf7403ff6705b33b34c9bc5346fc81e8ae1753c3,2202000000000000000000,30063279755208753,30063279755208753,0,0,0xcf1a10a12f47c20912aa509b9d3f928e267ea9e806ba7fc26ef82a939cd63bb1,545399
94,1748369891,0x6e23c1cb3867495c7e0e94886977c149482fa46b,0,0,0,0,1,0x92d7e688835134378f0883cb6b846b6f3f4f1da4ea3be35cf56c2d29e2152ae6,543001
95,1748368577,0x7045e48df6bf928bcb406135333f533a15ace866,0,0,0,0,1,0x4795c380cc2005565ae4c9d738c738158d14fc7836a6159b948c4325a4d2857c,542630
96,1748368134,0x7045e48df6bf928bcb406135333f533a15ace866,2202000000000000000000,29913076837076564,29913076837076564,0,0,0x848e18cb4f6f411a2e70bcc45f577683b2878710a3423802c699d343f76941aa,542505
97,1748365977,0x6e23c1cb3867495c7e0e94886977c149482fa46b,2202000000000000000000,29970987165021590,29970987165021590,244225107671995,2,0xaad17eece8d4e904fb3e5804a184359c48a33409e95d30396d2e23057bf9498d,541898
98,1748365627,0x6e23c1cb3867495c7e0e94886977c149482fa46b,2202000000000000000000,29901055706570602,29901055706570602,0,0,0xf8047f1df1139fa97a964e639f518b3b4f6d64b807c156bda4fbe34f555d3060,541799
99,1748364703,0x0b76598e9ddd53237fa1632ddbfc8db1a2c7d897,0,0,0,0,1,0x9f150b6be2017d285e483f845ac7bbe823bb97def189a77a7a3589924cc0af16,541538
100,1748364607,0x0b76598e9ddd53237fa1632ddbfc8db1a2c7d897,2001800000000000000000,30000218743883044,30000218743883044,0,0,0x84934ba32ebdd3e41cca4d550f3fedcb050b55c4f2aad7b4ea491b3d6deb90b1,541511
101,1748360329,0xe867cf16a4070fd39226c8a91055d52194a9f866,0,0,0,0,1,0x9dec51b2c6fdca0492a80c8f5b86ae6319b084d4bee73acbc199cd76927af61f,540304
102,1748360287,0xe867cf16a4070fd39226c8a91055d52194a9f866,2002000151040571462474,27945179941255266,27945179941255266,0,2,0x9e40d0b80dee60a7ffe1ef7e56a2f7eb73bf81af43a4727f89f6ed611f99719c,540292
103,1748360231,0xe867cf16a4070fd39226c8a91055d52194a9f866,2102000113739121572957,27945179941255266,27945179941255266,0,2,0x2e0b8dcc4b0102c2516c1faf934e6a4169f3f0fa9cfbc94fa781aa33d339e5d0,540276
104,1748360153,0xe867cf16a4070fd39226c8a91055d52194a9f866,2202000000000000000000,29274635244357463,29274635244357463,59311811863198,2,0xf252ab66b4be4d47e3be771740320564c2f4142458839c8b23385597b488b0dd,540254
105,1748360068,0xe867cf16a4070fd39226c8a91055d52194a9f866,2202000000000000000000,30277441095087964,30277441095087964,0,0,0x502c44d58bf2f42b46c52e47493fea55687a75bd2eb5a446689a1b7aa5268dd8,540230
106,1748356793,0x09c146b526e5139e0bde31af85ad44761ec70d00,0,0,0,0,1,0x1564e7f4d8277ad7d1281d59b53b901daf978abeb102f8db70980288652ab802,539305
107,1748356252,0x76083209d2c1c2ea8a68d028dba7aab0b8dd9103,2204146138977049279029,31716504290000000,31716504290000000,0,2,0x5648688f37f4b76ba26f7346bcb8a7cdc03ab846e3ff8da27e2c426e06b60bde,539152
108,1748353786,0xab8e37406b3545d071c3adc47e0a2423bbdd17b1,0,0,0,0,1,0x2214b523c0aaca71c880f1b0188829282b043d290d2b983345f77f752e008e74,538456
109,1748353337,0xab8e37406b3545d071c3adc47e0a2423bbdd17b1,2202000000000000000000,29961633708953796,29961633708953796,0,0,0x9cc5ebbaab289e94528d65b97e98fe3c2bacd219bb2643c594cee7874f1bda78,538329
110,1748345960,0x2b98971e9d7f89192d8d071c873327591e0d55bb,0,0,0,0,1,0xf64232dce32d86dcff371f3233cd0a48c80c61a355e0c8bb55f99d518b60779a,536245
111,1748345408,0x2b98971e9d7f89192d8d071c873327591e0d55bb,2202000000000000000000,30143617040262350,30143617040262350,0,0,0x46d213096e4fab7367fbe2638750abb3324c52f5c857ec6dc6104c0cb17c878e,536089
112,1748338696,0x09c146b526e5139e0bde31af85ad44761ec70d00,2001800000000000000000,29219532470187120,29219532470187120,0,0,0x0a0178e5d8a33deb5b7c7b509a8f733cb4a64016a61b4cf7eb050979c6cec6a7,534246
113,1748336965,0x3d83c56ed40dad48fdd44048cbf47749a50eb1e8,0,0,0,0,1,0x2dbe27c51590be606816a0698691e2f92bb7d3e1e950c7110cb2b002e1f82a26,533785
114,1748336868,0x3d83c56ed40dad48fdd44048cbf47749a50eb1e8,2202000000000000000000,30092438052337253,30092438052337253,0,0,0x6f3e145f54834e33b4f8ececddae0ad8d4cbddc635697c1672983092ee514541,533759
115,1748332936,0x813eb232841202a93f12cdd0c5dd84e590bdaebb,0,0,0,0,1,0xe7edcfb70a981f1da2b3eda23c530eefe63d1dee37d945fefd2e11a3811bbc05,532711
116,1748332785,0x813eb232841202a93f12cdd0c5dd84e590bdaebb,2202000000000000000000,30167466078837810,30167466078837810,0,0,0x7c57a236b2d324ded8d4dbf28a32b1c26991a9ea627fdd4bed20021e315bbd4d,532671
117,1748308830,0xe68f1d2bd6e00e165ccf268e8cc891276f376a38,0,0,0,0,1,0x7f3f1ca764ff9d3955ac16e5b47c874072ae036f2953889e5c66faf95a747e40,526288
118,1748308665,0xe68f1d2bd6e00e165ccf268e8cc891276f376a38,2000005288750309282086,30999653087161976,30999653087161976,0,2,0xb52040b131705c5ac57f4a8c9d5e8f3d74f4c7989bdd942de8196a933f0c29d5,526244
119,1748308572,0xe68f1d2bd6e00e165ccf268e8cc891276f376a38,2707505000000000000000,30999653087161976,30999653087161976,0,2,0x4d622d11c7ff56babbb935e41f6dcaba7798d98baa3fa91f6636715c271bdd9d,526219
120,1748308439,0xe68f1d2bd6e00e165ccf268e8cc891276f376a38,2702500000000000000000,30999653087161976,30999653087161976,95059085554270,2,0xfde32700525671222c4eadf99c2b5dedaab015b1e2a73bcc90fa8aa8dff25d3c,526184
121,1748308328,0xe68f1d2bd6e00e165ccf268e8cc891276f376a38,2702500000000000000000,29999653087161976,29999653087161976,0,0,0x4dfa3e4a590a329d04b6d8a147d4ad6fbe8a5ad8c932c68b67e13272fea4d837,526154
122,1748299492,0x8a8439cb8ffcc185198567e91236a8fe7052d895,0,0,0,0,1,0x4955667bd0c976044c404033a1607bf6defa8a076d96493ed3cfa69ad7acad81,523798
123,1748299388,0x8a8439cb8ffcc185198567e91236a8fe7052d895,2202000000000000000000,30186978752324896,30186978752324896,0,0,0x97ee8c6c83174b39ba287c99c1022d5370c399969f5892ee13a76407378b4a73,523770
124,1748296733,0x8c866cda92443ef27f7ab0f7566d56ddda8f518a,0,0,0,0,1,0x45f5389b5e81ce344acceb150b40484857bb3af766f6beae8ca2ffb85ad1242c,523062
125,1748296596,0x8c866cda92443ef27f7ab0f7566d56ddda8f518a,2013264242824678555773,32876085121442864,32876085121442864,0,2,0x13b2ef1ba17e95bae33def3065bcb2743cd78f69fd7822513510ace5b4a03657,523026
126,1748292306,0x066d26a2f576f499ee6eff5e610ac99af2fbdf33,0,0,0,0,1,0x772b7b64aea587c792a04af39173b9bdd9c19edd1b5fd8bd80210e353210877e,521882
127,1748291567,0x066d26a2f576f499ee6eff5e610ac99af2fbdf33,2202000000000000000000,30223814381245736,30223814381245736,0,0,0xf6cb4658197ca004775511ceb30446e4a0b0fec203d148e4b3b6590e90e4a491,521685
128,1748279733,0x882e39d6711a149a5441b093d9323fef6f9e94c6,0,0,0,0,1,0xd8fe1d42d91aa93d470f8ae18e936399c60d712d138ebad3e01afedd3b1ad618,518528
129,1748279454,0x882e39d6711a149a5441b093d9323fef6f9e94c6,2202000000000000000000,30185617975058054,30185617975058054,0,0,0xe8e7286e0e3deafed7de777088af7f95bace2d8bee8d64e2bc2061791838f3e3,518453
130,1748279009,0x8c866cda92443ef27f7ab0f7566d56ddda8f518a,2213251240000000000000,36141800573830790,36141800573830790,0,2,0xe936f9993b824769f746fc27f4fb3c472ff69b9c34c7ce05a5ac1fa79dae4abe,518335
131,1748278324,0x8c866cda92443ef27f7ab0f7566d56ddda8f518a,2203241240000000000000,35978340000000000,35978340000000000,189904784619249,2,0x9d70d6fdc8412236938b9d82708c5983a0f004f094882779f68277aefe2a71d1,518152
132,1748278052,0x8c866cda92443ef27f7ab0f7566d56ddda8f518a,2203241240000000000000,25000000000000000,25000000000000000,0,0,0x071f9c60e1ec5072528e848006c1ec211a71426c9cbcd92c7b9d9bba33d4bd88,518079
133,1748277597,0xbe90a88f88d675bbc91316cf18b5a27689c1c8b4,0,0,0,0,1,0xca2d11ba56a5060954f7c6b9a02569b2593dd66d17ddd8aeade38e39c439441f,517958
134,1748277089,0xbe90a88f88d675bbc91316cf18b5a27689c1c8b4,2202000000000000000000,29957845116190623,29957845116190623,0,0,0x0a1616387b4a1696603f9096fa94b15d5c93e29805e3da939754523b63e70da7,517822
135,1748273508,0x0d166aad6dfa7cb654eb348d88a1539930fd52d0,0,0,0,0,1,0x83764546df65de51bb9c667a49f77e566d1bc1580affd593cd960dc2aa78469e,516868
136,1748272892,0xd808b4209409042b70d3106783f9e1b1e32498eb,0,0,0,0,1,0x87fe38bfa5a677ae25f20f0afcf9eac4477c3d19106ac917e20274cdfbdc8092,516703
137,1748272820,0xd808b4209409042b70d3106783f9e1b1e32498eb,2001800000000000000000,27000000000000000,27000000000000000,297507883524365,2,0xbccc7fce7d3fed06aad57bdf9ff4342edb79a02f6f5e76d521e994c17133ab04,516684
138,1748272645,0x0d166aad6dfa7cb654eb348d88a1539930fd52d0,2011810000000000000000,31214807571691996,31214807571691996,0,2,0xbd3c62e63c4d010798dcd84279087560515001d486c56c51cfd253e4423d9338,516637
139,1748272351,0xd808b4209409042b70d3106783f9e1b1e32498eb,2001800000000000000000,28000000000000000,28000000000000000,0,0,0x712ffe0049af78d825ce2df4290d0f2f58e0a97296fc67785900e81d8761d46a,516559
140,1748270734,0x0d166aad6dfa7cb654eb348d88a1539930fd52d0,2001800000000000000000,31214807571691996,31214807571691996,0,0,0x8b33b6c33b9746d506a5750a7d7bdfb04b9fe607f0b515d9252640149d0a1049,516127
141,1748266889,0x015509d3c2bc354be2eb006d31953b949168c082,0,0,0,0,1,0x0109a525d2a8f09277edf89a95c05201743a61035179b7301f87df1dd4f93820,515095
142,1748266541,0x015509d3c2bc354be2eb006d31953b949168c082,2003802000000000000000,20957231414228920,20957231414228920,0,0,0x02d7e479d43a789f86648021e59faf999e54fd36da3b7f0f3d338385b5ede1b8,514997
143,1748245699,0xb64f7b84af9919a5d8cbb063283942aa834df8fd,0,0,0,0,1,0x1df3dd6fa6f795e83bfa9d8de8ec5a50a1f59acacc6a3943c9d01617ea7f786e,509113
144,1748245632,0xb64f7b84af9919a5d8cbb063283942aa834df8fd,2200001572111907385731,29000000000000000,29000000000000000,0,2,0xa1689bab23c1e781cb34db165604d0fb42fa2b4f5a052c784cbe1f0a41b2233a,509094
145,1748245285,0xb64f7b84af9919a5d8cbb063283942aa834df8fd,2202000000000000000000,29000000000000000,29000000000000000,1329980157779496,2,0xb28f9818fbe51059efeb18c630a35d7b0b88735952501e7268bd52571d5ddb0c,508996
146,1748243379,0xb64f7b84af9919a5d8cbb063283942aa834df8fd,2202000000000000000000,30000000000000000,30000000000000000,0,0,0xe9b077490ccf615b571240672e4bf08939dda191cb0054c1f4ae3c07bfecae75,508459
147,1748213873,0x76083209d2c1c2ea8a68d028dba7aab0b8dd9103,2212130120000000000000,31716504290000000,31716504290000000,0,2,0x665f9298acadf19e4f570a944a490b06eb8679e8f98ef57d15bc85ac301b0701,500119
148,1748212028,0x76083209d2c1c2ea8a68d028dba7aab0b8dd9103,2202120120000000000000,31716504290000000,31716504290000000,14924363736535771,2,0x60a29ae3f9629000c1ba8c573b8cd14aff71bb4f8894e26b64b1daa752b47462,499600
149,1748211179,0x76083209d2c1c2ea8a68d028dba7aab0b8dd9103,2202120120000000000000,30716504290000000,30716504290000000,14331911087154424,2,0x5811c8e02913abff1e54b61c5af050afd228f4e436ce175c6956783fdb4f444f,499361
150,1748190641,0x76083209d2c1c2ea8a68d028dba7aab0b8dd9103,2202120120000000000000,31716504290000000,31716504290000000,0,0,0xee484c693b0b69b520c337742025f2c0bbbde410513aefa4818acb5f25e7542d,493587
151,1748185208,0x9a8e1ffc29329e2f28f65278b8a569ef5f06c1aa,0,0,0,0,1,0x1e648bff48bb2c0b66090bc64af6a69b2d223a7d097c9133f1f1e0a4ce5e0cbe,492059
152,1748184533,0x4fc34908544f85402dc160bc271e124360cd4c94,0,0,0,0,1,0x888e00f16f1fb12b5985611d790ccf344aa5aa4958d308fc55cfe2ce1e378681,491869
153,1748184483,0x4fc34908544f85402dc160bc271e124360cd4c94,2000000711741742358386,32000000000000000,32000000000000000,0,2,0x0aec69fba8235b1006ea855e6041a65cd41a407827004eea26cb7dd37baaccc8,491855
154,1748183901,0x4fc34908544f85402dc160bc271e124360cd4c94,2202000000000000000000,32000000000000000,32000000000000000,305630277600954,2,0xf34d6356d1be999df3c2fa1a96fa7c24e74345519bc65b55c894bd356f600ec8,491691
155,1748183463,0x4fc34908544f85402dc160bc271e124360cd4c94,2202000000000000000000,31000000000000000,31000000000000000,0,0,0x8b668c4c1b815435498746b0d2b7c87aadf5fcd769109948f5a12070b421d523,491568
156,1748167131,0x52d033e64774f31a8b7562806aa5782cbbd29382,0,0,0,0,1,0xf965a90836a0d6d352762eba4184f2945d87e0cea3659a09b1929b949597aa4b,486967
157,1748167053,0x52d033e64774f31a8b7562806aa5782cbbd29382,2202000000000000000000,28128136508577114,28128136508577114,57650383345007464,2,0xfd6ee4bdac18efad3d565e55026705abca565a66b4b07c8909778f79020c516e,486945
158,1748139712,0xc4afc0def6c4acd85b33c9b32c520b3dc7a178f5,2003000235153889387035,28377547152280962,28377547152280962,0,2,0xd9634b86fda0503fc963dbc170a0ff08111c4ff6e7788b659e0f237fdea23c4d,479240
159,1748139609,0xc4afc0def6c4acd85b33c9b32c520b3dc7a178f5,2202000000000000000000,28377547152280962,28377547152280962,163281929129277,2,0xd00a0d5933492c2ccc9a1710f81c98c4d59e08bcb216ba4ca9bcef94f0ce7129,479211
160,1748139375,0xc4afc0def6c4acd85b33c9b32c520b3dc7a178f5,2202000000000000000000,29377547152280962,29377547152280962,0,0,0xf6d39bed1e4b740f6f74e3d2da3761e866eb1d08330ec132e8caf995b04c9400,479145
161,1748134161,0x83db892a6688b966122be219fa873bf24d7db79f,0,0,0,0,1,0x41bfd0f55f24771371fae1212d1e698d3c804df3ca3c3847d84954ba8d7f54a7,477675
162,1748134062,0x83db892a6688b966122be219fa873bf24d7db79f,2202000000000000000000,30529601565414370,30529601565414370,577069040127829,2,0xc0f21be3d16ceb6ede1f2bf8c858098920520e7af30beaaa0d0878bbb8816f1c,477647
163,1748133235,0x83db892a6688b966122be219fa873bf24d7db79f,2202000000000000000000,29529601565414370,29529601565414370,0,0,0x5261c865df68a46042a1311787ffa4be1c982bd2818061e0a2929adbc86b98f4,477414
164,1748114100,0xd16f12b1c5b1cfbc14893b620578196021e97e68,0,0,0,0,1,0xf57b6b775ea4393c26911190a598178c4a488dc8e1d3af16333c3cece767397e,472024
165,1748113483,0xd16f12b1c5b1cfbc14893b620578196021e97e68,2020022115687218461402,30718859160515040,30718859160515040,0,2,0x796528dbe5f4edfc56bdbb1688be3ecdb18480fa1e748267640716238bd87058,471850
166,1748111922,0xd16f12b1c5b1cfbc14893b620578196021e97e68,2000002115687218461402,30718859160515040,30718859160515040,0,2,0x7ccb7448290e9855b94be066c176064f2557abce0cff597f6291dda83500ab49,471410
167,1748108890,0xd16f12b1c5b1cfbc14893b620578196021e97e68,2202000000000000000000,30718859160515040,30718859160515040,0,0,0xc0bd53290f40237eac3ac0ab2461210a4d6fbf55bfca6c63801e5d8c4806b732,470555
168,1748106670,0x015509d3c2bc354be2eb006d31953b949168c082,0,0,0,0,1,0xc02a2fc18ef110970061ac55e7d434e92dd84f20c573b3a84843bc34f364ece4,469929
169,1748104518,0x015509d3c2bc354be2eb006d31953b949168c082,2176012799275313509377,24451218257508877,24451218257508877,0,2,0xceb6a0c140898308189ffc0a197c6dc8d8f600f9de581da0f5b471add39d2b54,469322
170,1748104422,0x015509d3c2bc354be2eb006d31953b949168c082,2195012732500416390023,24451218257508877,24451218257508877,0,2,0x7a2b5c3db1692b6fd3d33051bc0c13eba5a57abb2da1f668ac6b3d3ce38c1407,469295
171,1748103918,0x015509d3c2bc354be2eb006d31953b949168c082,2214012000000000000000,24451218257508877,24451218257508877,0,2,0x504fca205e4e962c978ba0ebe21c8d3787a3e8e5326e5072e4cb49bc8fe6329c,469153
172,1748103375,0x015509d3c2bc354be2eb006d31953b949168c082,2202000000000000000000,24318559521498642,24318559521498642,0,0,0xad14a321d6e0b9134b195ecd2502fab8921a22a2cbfadaf372d12561e7024066,469000
173,1748103152,0x015509d3c2bc354be2eb006d31953b949168c082,0,0,0,0,1,0x6005757e13b61fdf712f9814bc85af6966176a79c3fc8c56cf8e7703d3dc9321,468937
174,1748101333,0x015509d3c2bc354be2eb006d31953b949168c082,2200012501789062450149,24319559521498642,24319559521498642,0,2,0xceaddadae688e3ada8f131f18dcd4a35d90a577fbca51651b26e97a65c236964,468424
175,1748101287,0x015509d3c2bc354be2eb006d31953b949168c082,2201012469705300492897,24319559521498642,24319559521498642,0,2,0xaf5b87e5cd509ddb88be722263cdf8727aec4d508d57dda0ace48063f81648f7,468411
176,1748100056,0x984600f00edbc969d2a746a554c8e91d358ef843,0,0,0,0,1,0x4d4f1808efec90ccf05b9c4d56dc5ace85c8cd506ddaacb4ae41c860bac9e67d,468064
177,1748099922,0x984600f00edbc969d2a746a554c8e91d358ef843,2002000802453925207985,23217990469901436,23217990469901436,52119220488974908,2,0xeee97b0948139017407e204cd4e698979cbb1cef7c255d51977597f30df2d077,468026
178,1748098269,0x015509d3c2bc354be2eb006d31953b949168c082,2202010010000000000000,24319559521498642,24319559521498642,0,2,0xa34495a33d75a0a3224ee4b1af38d442dde23e806331bcfb7fa507b9fff4a7ca,467560
179,1748097854,0x015509d3c2bc354be2eb006d31953b949168c082,2202000000000000000000,24319559521498642,24319559521498642,64196314016638,2,0x074a8c96d1748d890fccdcbf4b1651661992223b91ae2f78644297bdfed94b30,467443
180,1748097762,0x015509d3c2bc354be2eb006d31953b949168c082,2202000000000000000000,24318559521498642,24318559521498642,0,0,0x88c38ef4545f9afa9e73ed1a73ff791f2dcb468fbccc215dea49200f6cc26012,467417
181,1748096215,0x015509d3c2bc354be2eb006d31953b949168c082,0,0,0,0,1,0x747a07bd6a3350466b9114955359bb046dfce7bb81af60d23d78fa527902c4c7,466981
182,1748096148,0x015509d3c2bc354be2eb006d31953b949168c082,2202000000000000000000,24318559521498642,24318559521498642,0,0,0x5ac7d842c08f29d3e204c7eda0e642f2992b208e85af2b784b358d3536bded34,466962
183,1748096084,0x015509d3c2bc354be2eb006d31953b949168c082,0,0,0,0,1,0xd98f5829501e391c65b14f7bf5848dff7738a1c93a3e901afa3fc882609e2d13,466944
